N/A;USD TO AUD 1M FWD PTS - EXCHANGE RATE;USD TO AUD 3M FWD PTS - EXCHANGE RATE;USD TO AUD 6M FWD PTS - EXCHANGE RATE;USD TO AUD 9M FWD PTS - EXCHANGE RATE;USD TO EUR 1M FWD PTS - EXCHANGE RATE;USD TO EUR 3M FWD PTS - EXCHANGE RATE;USD TO EUR 6M FWD PTS - EXCHANGE RATE;USD TO EUR 9M FWD PTS - EXCHANGE RATE;USD TO NZD 1M FWD PTS - EXCHANGE RATE;USD TO NZD 3M FWD PTS - EXCHANGE RATE;USD TO NZD 6M FWD PTS - EXCHANGE RATE;USD TO NZD 9M FWD PTS - EXCHANGE RATE;SEK TO USD 1M FWD PTS - EXCHANGE RATE;SEK TO USD 3M FWD PTS - EXCHANGE RATE;SEK TO USD 6M FWD PTS - EXCHANGE RATE;SEK TO USD 9M FWD PTS - EXCHANGE RATE;NOK TO USD 1M FWD PTS - EXCHANGE RATE;NOK TO USD 3M FWD PTS - EXCHANGE RATE;NOK TO USD 6M FWD PTS - EXCHANGE RATE;NOK TO USD 9M FWD PTS - EXCHANGE RATE;USD TO GBP 1M FWD PTS - EXCHANGE RATE;USD TO GBP 3M FWD PTS - EXCHANGE RATE;USD TO GBP 6M FWD PTS - EXCHANGE RATE;USD TO GBP 9M FWD PTS - EXCHANGE RATE;JPY TO USD 1M FWD PTS - EXCHANGE RATE;JPY TO USD 3M FWD PTS - EXCHANGE RATE;JPY TO USD 6M FWD PTS - EXCHANGE RATE;JPY TO USD 9M FWD PTS - EXCHANGE RATE;CAD TO USD 1M FWD PTS - EXCHANGE RATE;CAD TO USD 3M FWD PTS - EXCHANGE RATE;CAD TO USD 6M FWD PTS - EXCHANGE RATE;CAD TO USD 9M FWD PTS - EXCHANGE RATE;CHF TO USD 1M FWD PTS - EXCHANGE RATE;CHF TO USD 3M FWD PTS - EXCHANGE RATE;CHF TO USD 6M FWD PTS - EXCHANGE RATE;CHF TO USD 9M FWD PTS - EXCHANGE RATE;CHF TO USD (LSEG DS) - EXCHANGE RATE;EURO TO US $ (RFV) - EXCHANGE RATE;CAD TO USD (LSEG DS) - EXCHANGE RATE;AUD TO USD (LSEG DS) - EXCHANGE RATE;NZD TO USD (LSEG DS) - EXCHANGE RATE;GBP TO US $ (LSEG DS) - EXCHANGE RATE;JPY TO USD (LSEG DS) - EXCHANGE RATE;NORWEGIAN KRONE TO US $ (WMR) - EXCHANGE RATE;SWEDISH KRONA TO US $ (WMR) - EXCHANGE RATE;Gold, USD FX Comp. U$/Troy Oz;Silver Commodity Cash Spot;Platinum,Free Market $/troy oz;Palladium, USD FX Comp. U$/Troy Oz
Code;AUD1MFP;AUD3MFP;AUD6MFP;AUD9MFP;EUR1MFP;EUR3MFP;EUR6MFP;EUR9MFP;NZD1MFP;NZD3MFP;NZD6MFP;NZD9MFP;SEK1MFP;SEK3MFP;SEK6MFP;SEK9MFP;NOK1MFP;NOK3MFP;NOK6MFP;NOK9MFP;GBP1MFP;GBP3MFP;GBP6MFP;GBP9MFP;JPY1MFP;JPY3MFP;JPY6MFP;JPY9MFP;CAD1MFP;CAD3MFP;CAD6MFP;CAD9MFP;CHF1MFP;CHF3MFP;CHF6MFP;CHF9MFP;TDCHFSP;EUDOLLR;TDCADSP;TDAUDSI;TDNZDSI;TSUSDSP;TDJPYSP;NORKRO$;SWEKRO$;GOLDUSD;SILVCSP;PLTFREE;PALLUSD
18.08.2016;-6.52;-19.04;-35.85;-50.75;12.95;43.14999;91.90999;139.05;-10.35;-28.85;-52.14;-71.9;-110.5;-367.5;-756;-1119.5;-4.5;-10.99;-46.65;-99.63;6.14;22.06;48.7;74.5;-10.78;-37.89;-82.2;-123.43;-0.85;-3.91;-9.55;-15.12;-15.24;-49.5;-103.08;-152.88;0.9542;0.88277;1.2782;1.30107;1.37099;0.7594;99.88499;8.1609;8.3682;1352.335;19.753;1130.7;715.5
19.08.2016;-6.44;-18.71;-34.79;-48.78;12.77;43.00499;91.92499;139.845;-10.34;-28.66;-51.32;-71.06;-109.35;-366.74;-756.9949;-1124.95;-4.42;-10.89;-41.95;-99.65;6.25;22.39999;49.7;76.25;-10.23;-38.39999;-82.97499;-125.48;-0.93;-4.06;-10.85;-17.95;-15.26;-50.34499;-104.21;-155.875;0.961;0.88304;1.2872;1.31096;1.37344;0.7648;100.22;8.20745;8.388;1341.78;19.315;1115.6;710.5
22.08.2016;-6.54;-18.45;-34.05;-47.5;13.73;43.57999;92.79999;140.5;-10.4;-28.3;-51.4;-70.25;-116.43;-373.4248;-763.75;-1140.55;-5.01;-17.43;-58.48;-120.43;6.9;23.45;50.79999;78.92499;-10.75;-38.30499;-83.325;-126.085;-1.2;-4.73;-11.97;-19.37;-16.18;-50.80499;-105.105;-156.175;0.9624;0.88265;1.2946;1.31268;1.37552;0.7611;100.335;8.2151;8.3649;1339.02;18.9125;1110.7;692.5
23.08.2016;-6.29;-18.04;-33.93;-47.31;13.8;43.90999;94.265;141.18;-9.98;-28.56;-51.57;-70.85;-115.2;-375.3499;-774;-1148;-4.5;-16.2;-51;-105;7.02;23.92;52.52499;79.79999;-10.18;-37.48;-84;-125.75;-1.15;-4.83;-11.84;-19.32;-15.88;-51.09999;-106.52;-157.92;0.9638;0.88328;1.2913;1.31303;1.37137;0.7577;100.245;8.18525;8.3591;1338.1;18.83;1108.7;699.5
24.08.2016;-6.01;-18.18;-33.5;-47.35;13.44;44.95;93.57999;140.35;-9.84;-27.9;-51.1;-71.21;-112.51;-385.45;-774;-1136.5;-5.23;-16.65;-54.07;-110;7.1;25;52.875;78.79999;-9.61;-37.84999;-82.905;-125.37;-1.19;-4.78;-11.11;-17.8;-15.75;-53.12999;-107.55;-158.5;0.96695;0.88897;1.2926;1.31354;1.3678;0.7557;100.445;8.2363;8.41755;1323.75;18.55;1083.2;685
25.08.2016;-5.98;-17.48;-32.55;-46.63;13.32;43.81999;92.79999;141.82;-9.76;-27.35;-49.35;-70.03;-113.2;-377.75;-766;-1147.45;-6.33;-18.02;-60;-111.82;7.05;25.02499;52.875;80.79999;-9.69;-37.39;-82.84;-126.99;-1.05;-4.75;-11.1;-17.96;-16.04;-52.03999;-106.84;-161.8;0.96775;0.88637;1.2922;1.31277;1.36968;0.7581;100.525;8.2157;8.4063;1321.7;18.5425;1078.3;686.5
26.08.2016;-5.94;-17.4;-31.4;-44.79;13.4;43.64999;92.89999;143.17;-9.52;-27.09;-48.57;-67.35;-114.24;-377.1899;-769.0649;-1152.5;-6.5;-19.45;-62.82;-124.99;7.02;24.56;53.5;82.79999;-10.16;-39;-85.46999;-131.3;-1.13;-4.85;-12.33;-20.69;-16.18;-52.245;-107.95;-163.74;0.9796;0.88649;1.3003;1.32205;1.38122;0.76125;101.835;8.18825;8.4092;1321.33;18.65;1089.9;688
29.08.2016;-5.72;-17.04;-31.57;-44.99;13.38;43.81499;92.71999;142.71;-9.76;-26.56;-48.7;-68.15;-113.76;-382.5;-781;-1174.42;-6.49;-25.44;-67.21;-134.42;7.07;24.56999;52.62999;81.17;-10.34;-39.81999;-85.59999;-131.75;-1.29;-5.51;-12.28;-20.01;-15.89;-51.84999;-106.71;-162.09;0.97825;0.8955;1.3008;1.32109;1.37912;0.76315;101.915;8.3093;8.483;1323.415;18.88;1075.3;698.5
30.08.2016;-6.15;-16.71;-31.09;-44.76;16.01;43.48;92.465;141.875;-9.83;-26.6;-48.67;-68.25;-141.25;-385;-786.0498;-1182.85;-5.75;-22.43;-64.57;-135.69;10.4;24.685;52.81;81.2;-15.06;-39.95;-87.39999;-133.93;-1.99;-5.91;-13.1;-20.5;-19.6;-51.995;-107.345;-162.755;0.9839;0.89674;1.3099;1.33156;1.38514;0.76445;102.965;8.3473;8.5475;1311.15;18.6125;1067;680
31.08.2016;-5.47;-16.43;-30.69;-43.63;15.05;43.59;92.59999;143.5;-9.35;-26.76;-49.26;-68.75;-131.64;-381.75;-784.1899;-1185.75;-5.27;-21.5;-67.47;-139.3;10.16;24.64999;53.53;83.00499;-14.64;-39.95;-87.50499;-135.25;-2.05;-5.99;-13.3;-21.5;-18.86;-51.34;-106;-162.6;0.9838;0.89787;1.3106;1.33014;1.37931;0.76115;103.425;8.3411;8.5759;1308.95;18.655;1055.2;672
01.09.2016;-5.69;-16.73;-31.12;-45.05;14.73;43.265;92.05499;141.75;-9.4;-27;-49.14;-69.73;-127.9;-379.2048;-784.2;-1195;-5.35;-19.5;-64.88;-140.4;10.01;24.29999;51.92499;80.98499;-14.87;-40.17;-87.39999;-134.58;-1.65;-5.74;-12.4;-19.91;-17.74;-50.56;-105.1;-160.11;0.9801;0.89342;1.3102;1.32415;1.37306;0.75365;103.245;8.334;8.5646;1313.79;18.885;1044;666
02.09.2016;-5.6;-16.72;-31.36;-44.89;14.55;43.12;91.95;141.635;-9.4;-26.78;-47.95;-67.37;-126.3;-374.7;-780.5898;-1194.98;-6.25;-15.75;-63.82;-138.49;10.03;23.75499;51.375;80.75;-15.4;-40.48499;-87.7;-135.8;-1.63;-5.35;-12.26;-19.43;-17.32;-49.53999;-104.3;-159.6;0.98095;0.89586;1.2998;1.32057;1.3693;0.7523;103.99;8.33125;8.58255;1325.01;19.441;1058.1;678
05.09.2016;-5.7;-16.7;-31.55;-45.48;14.48;43;92.03;142.09;-10.32;-26.75;-49.24;-69.57;-126.55;-372;-780.2449;-1189.835;-4.05;-13.78;-66.3;-141.05;10;23.89999;51.375;80.7;-15.3;-40.25;-87.39999;-135.2;-1.65;-5.44;-12.25;-19.88;-17.1;-49.31;-104.5;-159.89;0.97995;0.89722;1.2928;1.31883;1.36893;0.75165;103.435;8.29995;8.5752;1327.08;19.515;1070.3;680
06.09.2016;-6.36;-17.26;-33.4;-48.5;15.81;42.53999;90.70999;140.37;-9.94;-27.15;-49.54;-70.62;-135.38;-366.5999;-765.45;-1162.5;-4.08;-11.8;-56.5;-125;10.05;22.89999;50.00999;77.875;-15.53;-39.07999;-84.47499;-130.88;-1.72;-5.5;-11.4;-17.04;-17.93;-48.075;-101.86;-155.445;0.9696;0.88976;1.2844;1.30064;1.34825;0.74405;102.015;8.1902;8.47405;1349.88;20.05;1088;698
07.09.2016;-6.32;-17.55;-33.41;-48.05;15.1;41.35999;89.92;139.7;-9.05;-26.54;-49.74;-70.96;-128.52;-357.2998;-756.95;-1148.5;-3.58;-9.3;-55.5;-109;9.44;22.14999;49.59999;76.7;-15.62;-38.82999;-84.2;-130.08;-1.85;-6.05;-12.7;-20.05;-17.15;-47.5;-101.6;-155.25;0.96985;0.88948;1.2884;1.30327;1.3421;0.7496;101.735;8.17535;8.44475;1345.24;19.79;1097.4;689.74
08.09.2016;-5.9;-17.54;-32.74;-47.14;14.18;40.89;89.35999;138.575;-8.97;-26.35;-48.8;-70.82;-119.5;-348.8999;-745.5999;-1136.8;-4.55;-12.6;-54.69;-124;8.65;21.25;50.42;78.29999;-15.4;-39.34;-86.14;-132.325;-1.88;-6.73;-15.27;-23.1;-16.24;-47.72499;-103.36;-156.965;0.9725;0.88696;1.2934;1.30822;1.35153;0.75205;102.495;8.17325;8.4263;1338.35;19.6205;1091.8;685
09.09.2016;-5.79;-17.12;-32.2;-46.64;14.3;41.09;89.14;138.92;-9.04;-26.1;-48.75;-69.52;-119.55;-348.2998;-738.3298;-1149.5;-5.35;-14.5;-61.5;-126.55;8.44;21.12;49.95999;78.2;-15.71;-39.87999;-86.82999;-132.45;-1.92;-6.92;-15.38;-23.68;-15.8;-47.01999;-101.62;-156.125;0.9755;0.89194;1.3048;1.326;1.36463;0.75375;102.695;8.2567;8.51045;1328.15;19.0555;1071.7;677
12.09.2016;-5.86;-17.46;-32.95;-48.05;14.25;40.48999;88.17999;137.705;-9.76;-26.26;-49.66;-71.53;-117.35;-345.45;-742.0598;-1132.915;-5.5;-12.5;-55.65;-106.85;8.34;20.48;48.60999;76.125;-15.48;-39.85999;-85.7;-133.145;-2.06;-6.75;-14.24;-22.49;-15.68;-46.68999;-99.79999;-153.35;0.9719;0.89127;1.3037;1.3217;1.36017;0.74975;101.855;8.2393;8.498;1327.63;19.1;1043.8;663
13.09.2016;-6.3;-17.37;-32.35;-46.89;15.37;40.855;88.26999;137.105;-9.23;-25.85;-48.9;-70.25;-121.5;-341;-733.2998;-1127.5;-2.89;-9;-50.42;-110;9.03;20.7;49.2;76.5;-16.1;-39.73999;-85.53999;-132.315;-2.09;-6.91;-14.85;-22.57;-17.1;-46.88499;-100.3;-153.85;0.9764;0.88952;1.3174;1.33878;1.37874;0.7579;102.555;8.24075;8.5047;1319.055;18.874;1045;654
14.09.2016;-6.17;-17.5;-32.97;-48.19;15.1;40.92999;88.2;136.595;-9.09;-26.08;-49.46;-71.13;-121.38;-344.4148;-729.3999;-1121.6;-2.32;-7.49;-46.25;-104.95;8.9;20.70499;47.98999;74.745;-16.6;-40.73999;-85.56999;-132.49;-2.18;-7.26;-15.09;-21.64;-16.95;-46.715;-99.59999;-153.125;0.9734;0.88905;1.3195;1.33878;1.37259;0.7556;102.425;8.25115;8.48395;1322.975;18.974;1038.2;656.5
15.09.2016;-6.14;-17.63;-33.64;-49.31;14.96;41.20499;88.31;135.635;-9.42;-26.56;-49.87;-72.13;-119.6;-346.5598;-737;-1115.65;-5.2;-11.7;-55;-110;8.53;20.10999;47.71999;74.265;-16.21;-39.89999;-85.09999;-129.5;-2.26;-7.32;-14.61;-21.46;-15.63;-47.02499;-100.57;-153;0.9719;0.88936;1.31615;1.33076;1.36687;0.7554;102.095;8.2377;8.47265;1314.25;18.975;1026.8;657
16.09.2016;-6.05;-17.48;-32.3;-47.96;15.49;42.14999;89.155;137.93;-9.3;-26.37;-49.6;-72;-125.3;-360.5498;-754.5;-1127.97;-6.4;-13.5;-56.05;-109.5;9.1;20.87999;48.54999;75.23999;-17.05;-41.21999;-86.59;-132.73;-2.76;-7.76;-15.99;-23.4;-17.67;-49.5;-104.55;-158.3;0.98075;0.89582;1.3209;1.33502;1.37561;0.76915;102.295;8.29995;8.5694;1310.425;18.7915;1011.5;673
19.09.2016;-6.04;-17.66;-32.77;-48.21;15.45;42.105;89.5;138.28;-10.08;-26.2;-48.73;-71.25;-124.6;-359.3999;-756;-1150.955;-6;-13.2;-56.07;-114;9.04;20.94499;49.7;77.995;-16.91;-40.78;-87.18999;-133.62;-2.39;-7.65;-16.9;-25.05;-17.76;-49.29999;-103.85;-159.05;0.97995;0.89421;1.3204;1.32732;1.3709;0.7675;101.935;8.2781;8.5447;1313.395;19.161;1018.3;685.5
20.09.2016;-6.15;-17.1;-32.24;-47.08;16.32;42.34;89.5;138.255;-9.51;-26.06;-49.24;-71.45;-139.5;-365.105;-761.8298;-1152.45;-6.5;-15.5;-57.87;-115.5;9.51;21.25;49.22499;77.76999;-17.27;-41.82999;-85.66499;-131.52;-2.35;-7.6;-16.45;-25.38;-18.18;-48.34999;-103.15;-157.6;0.97925;0.89522;1.3189;1.32319;1.36724;0.76995;101.71;8.28835;8.5766;1315.1;19.3;1023.1;683.5
21.09.2016;-5.86;-17.65;-32.7;-47.3;16.1;42.80499;89.03999;138.415;-9.15;-26.34;-48.71;-71.87;-135.6;-364.5698;-771.8999;-1182.5;-7.11;-20.82;-75;-145;9.12;20.75;48.84999;77.25;-16.12;-39.655;-83.62;-127;-1.59;-6.18;-16.13;-24.02;-17.79;-48.10999;-102.5;-157.115;0.97385;0.89767;1.3101;1.31165;1.35999;0.76765;100.315;8.31595;8.6037;1336.85;19.845;1047.3;685.5
22.09.2016;-5.86;-17.8;-33.13;-47.3;15.76;42.89999;90.18999;138.3;-9.25;-26.31;-48.5;-70.31;-130.66;-369.2898;-767.4299;-1153.59;-6.82;-14.56;-47.73;-92.96;9.26;21.5;49.09999;77.5;-16.05;-38.71999;-82.64999;-126.62;-1.55;-5.55;-14.85;-23.55;-17.44;-48.56499;-102.935;-156;0.96875;0.8896;1.3042;1.30813;1.36715;0.76465;100.75;8.10125;8.52815;1337.295;19.88;1063.6;695.5
23.09.2016;-5.9;-17.75;-33.4;-48.6;15.45;42.17499;89.76999;138.25;-9.19;-26.04;-47.74;-68.54;-127.54;-354.8499;-748.6548;-1137.345;-5.45;-12.49;-44.04;-82;8.91;21.01999;47.62;75.52499;-15.23;-37.34999;-80.7;-124.125;-1.78;-6.49;-16.7;-27.5;-17.21;-48.2;-101.6;-156.605;0.97035;0.89131;1.3168;1.31225;1.38093;0.7708;100.995;8.11845;8.54875;1337.605;19.68;1053.5;703.5
26.09.2016;-5.76;-17.49;-33.59;-48.82;16.17;43.55499;90.64;139.08;-9.87;-25.7;-48.18;-69.22;-130.82;-360.7998;-755.0898;-1152.25;-8.01;-14.68;-44.43;-83;9.66;21.64999;47.89999;75.23999;-15.27;-37.75999;-80.71999;-123.73;-1.81;-6.58;-15.88;-26.63;-17.36;-48.72499;-103.07;-157.905;0.9693;0.88751;1.3224;1.3095;1.37457;0.7707;100.335;8.1023;8.52455;1337.97;19.45;1044.1;695.5
27.09.2016;-6.06;-17.35;-33.18;-48.72;17.76;44.68999;92.59999;140.375;-9.46;-25.47;-47.48;-68.23;-144.88;-373.75;-773.6199;-1169.25;-9.99;-19.04;-49.55;-86.95;10.8;23.06;49.12999;76.75;-16.51;-39.14999;-82.39999;-126.335;-2.21;-7.13;-17.08;-27.3;-19.06;-49.93999;-105.41;-160.24;0.9709;0.8931;1.3195;1.30429;1.36986;0.7679;100.445;8.15505;8.62885;1327.36;19.1515;1029.8;700.5
28.09.2016;-5.85;-17.05;-33.42;-48.9;16.75;44.39;92.64999;140.38;-9.47;-25.74;-47.46;-67.52;-137.85;-368.2598;-770.21;-1160.39;-5.5;-13.5;-42;-79;9.91;22.25499;48.92;75.32999;-16.15;-39.31;-83.34999;-126.3;-2.49;-7.45;-16.33;-26.29;-18.58;-49.89999;-105.455;-159.475;0.971;0.89358;1.308;1.29997;1.37268;0.7681;100.665;8.09955;8.60705;1321.41;19.187;1017;711.5
29.09.2016;-5.5;-16.6;-32.38;-47.96;14.44;46.855;91.45999;138.35;-9.38;-25.57;-47.15;-67.74;-118.38;-387.5049;-764.96;-1152.55;-4.99;-17.74;-47.75;-89.25;6.95;24.82999;48.09999;74.50999;-13.05;-43.15999;-84.17499;-127.47;-2.83;-7.77;-17.8;-26.73;-15.83;-53.14;-105.1;-157.725;0.96615;0.89051;1.3143;1.30959;1.37864;0.77105;101.025;8.03235;8.56315;1320.27;19.115;1027.5;714.5
30.09.2016;-5.5;-15.85;-31.32;-46.25;16.27;48.98999;95.48;143.62;-9.31;-25.44;-47.16;-67.95;-133.4;-411;-797.0999;-1187.5;-9.75;-22.5;-55;-92.5;8.13;26.75;50.89999;77.28;-12.69;-43.52499;-85.31999;-130.05;-3.27;-8.7;-17.16;-26.7;-17.78;-56.29999;-109.87;-163.59;0.97155;0.88984;1.3129;1.3048;1.3724;0.7706;101.345;7.9923;8.5674;1315.96;19.18;1036.4;722
03.10.2016;-5.77;-16.25;-31.9;-47.22;18.14;50.21999;96.7;144.93;-9.75;-25.34;-47.1;-67.77;-138.15;-406.6499;-794.5;-1177.5;-7.99;-18.3;-53.41;-85.5;8.76;26.70499;50.59;76.495;-13.52;-43.64999;-85.48;-130.5;-2.86;-8.41;-17.67;-27.25;-18.46;-55.84;-109.88;-163.24;0.9735;0.89142;1.3119;1.3031;1.374;0.77865;101.645;7.98115;8.56105;1311.96;18.75;1006.9;714
04.10.2016;-5.77;-16.38;-31.52;-46.48;15.1;47.435;92.89;141.91;-9.39;-25.6;-46.9;-68;-134.23;-416.3499;-793.75;-1186.5;-5.81;-16.64;-53.86;-96.75;7.73;25.09999;48.25;75;-11.71;-41.89;-84.10999;-129.34;-2.9;-8.25;-17.35;-27.04;-16.8;-54.075;-107.4;-160.615;0.97895;0.89622;1.31925;1.31208;1.38696;0.78565;102.895;7.99765;8.6083;1268.295;17.8125;992.6;697.95
05.10.2016;-5.65;-16.54;-31.66;-46.8;13.82;47.2;92.26999;140.69;-10.15;-25.46;-47;-67.6;-122.68;-403.3499;-783.5;-1171;-4.69;-18.3;-59.2;-102.5;6.16;23.32999;46.00999;72.25;-10.51;-42.12;-83.71999;-129.18;-2.16;-7.46;-17;-26.88;-15.15;-52.84;-104.7;-158.295;0.9742;0.89286;1.31765;1.31182;1.39412;0.7844;103.505;8.0294;8.60155;1266.695;17.74;982.5;679
06.10.2016;-6.08;-16.32;-32.08;-47.27;14.89;45.75999;91.25999;139.615;-10.16;-25.1;-47.09;-67.99;-133.77;-394.75;-784.7998;-1172.05;-3.82;-16.85;-54.78;-100;6.5;22.75499;45.53999;72.17499;-12.17;-41.84999;-84.79999;-131.05;-1.9;-7.76;-17.57;-27.77;-16.48;-51.93999;-104.75;-159.25;0.98085;0.89538;1.32175;1.31839;1.39558;0.79275;103.945;8.0549;8.62575;1254.74;17.32;970.3;670
07.10.2016;-6.19;-16.3;-31.98;-47.71;14.8;45.10999;90.545;138.61;-10.16;-24.64;-46.12;-67.41;-130.23;-388.95;-772.5999;-1153.4;-3.14;-17.85;-51.25;-91.3;6.44;22.64499;44.50999;68.72499;-12.47;-42.54999;-85.59999;-131.025;-2.21;-7.49;-16.4;-26.25;-15.99;-51.61499;-103.98;-157.5;0.9774;0.89474;1.3298;1.31978;1.39626;0.80425;102.915;8.0864;8.63975;1256.965;17.5455;972.5;667.5
10.10.2016;-6.21;-16.75;-32.2;-47.61;14.43;45.37999;90.625;138.86;-9.51;-24.59;-45.5;-65.87;-124.24;-388.2;-781.8499;-1170.3;-4.25;-17.5;-53.01;-95.85;5.99;22.405;44.45;68.94499;-12.45;-42.45;-86.375;-131.995;-2.21;-7.17;-16.65;-27.5;-15.84;-51.92;-104.55;-159.5;0.9825;0.8963;1.3175;1.31466;1.40115;0.80885;103.605;8.07075;8.6439;1259.745;17.653;972.5;667.5
11.10.2016;-5.97;-17.04;-32.35;-47.58;13.79;44.75;90.295;138.765;-9.43;-24.46;-43.88;-62.92;-116.95;-389.0999;-791.8999;-1192;-4.68;-21.55;-63.4;-111.95;5.68;22.05499;43.89499;68.00499;-11.75;-41.95999;-85.59999;-131.49;-2.04;-7.28;-16.89;-26.83;-15.15;-51.51999;-105.55;-160.705;0.98875;0.90428;1.3262;1.32644;1.41784;0.8249;103.515;8.1788;8.8215;1253.25;17.484;955.5;649
12.10.2016;-5.94;-17.45;-32.31;-48.3;13.52;46.06999;91.71999;137.14;-9.34;-23.89;-43.39;-63.51;-112.74;-404.3999;-812.25;-1198;-5.5;-20.5;-58.95;-108.55;5.7;22.905;44.45;66.25499;-10.45;-41.59999;-83.7;-129.8;-2.45;-7.65;-16.88;-27;-14.69;-52.905;-106.35;-159.125;0.9907;0.90806;1.3276;1.32258;1.41603;0.8192;104.205;8.23905;8.8325;1255.33;17.49;945.7;651.5
13.10.2016;-5.95;-16.51;-32.32;-47.77;14.1;45.92;91.64999;138.375;-9.3;-23.8;-43.47;-63.87;-116.2;-395.7;-795;-1188;-5.11;-22.35;-60.54;-110.19;6.88;23.605;44.84499;67.23999;-10.78;-40.84;-83.71999;-129.85;-2.34;-8.4;-16.82;-24.32;-15.22;-52.30499;-105.65;-159.285;0.98625;0.90658;1.319;1.32127;1.40934;0.816;103.695;8.2213;8.81605;1258.12;17.495;937.9;640.5
14.10.2016;-6;-16.76;-32.94;-49.13;14.18;45.995;91.15999;137.685;-9.38;-23.75;-43.44;-63.52;-118.76;-397.5;-791;-1187.5;-5.91;-22.11;-65.34;-108.1;5.85;22.995;43.55499;65.75999;-10.93;-41.26999;-84.56999;-129.71;-2.07;-7.75;-15.54;-22.88;-14.58;-53;-105.78;-160.09;0.9901;0.9088;1.314;1.31225;1.41143;0.82055;104.195;8.20445;8.8187;1250.55;17.414;939.7;646.49
17.10.2016;-6.45;-17.02;-33.02;-49.5;15.39;46.14;91.09999;137.215;-9.52;-23.98;-44.5;-65.69;-128.26;-399.2;-795.0198;-1190.8;-5.13;-17.46;-59.71;-100.4;7.3;23.37999;43.34999;65.48;-11.49;-40.625;-82.89;-128.25;-2.07;-7.95;-15.39;-22.32;-16.85;-53.00999;-105.4;-159.4;0.98915;0.90975;1.3125;1.31087;1.40184;0.8208;103.895;8.1953;8.8205;1255.7;17.4765;931.7;639.74
18.10.2016;-6.48;-17.73;-33.78;-50.74;14.12;44.76999;89.09999;134.77;-9.65;-25.36;-45.76;-67.29;-125.6;-400.3499;-794.5;-1193;-5.39;-19.73;-54.76;-102.24;6.63;22.87;43.39999;65.29999;-10.75;-39.48;-80.92999;-124.955;-2.23;-7.8;-15.25;-22.12;-16.12;-52.07999;-103.82;-157.18;0.9899;0.91124;1.3109;1.30455;1.39063;0.8132;103.865;8.1684;8.83155;1262.84;17.63;943.5;641
19.10.2016;-6.31;-17.7;-33.98;-50.8;13.17;45.46999;88.29999;134.605;-9.46;-24.65;-45.4;-65.76;-120.8;-403.99;-793.5;-1193.55;-5;-17.49;-52.97;-99.65;5.95;22.34999;42.81499;64.25;-9.86;-38.71999;-78.68999;-121.8;-2.53;-8.63;-16.57;-24.12;-15.04;-52.06;-102.94;-155.77;0.98885;0.91179;1.3114;1.295;1.38293;0.81385;103.445;8.14135;8.84675;1269.4;17.68;943;636.45
20.10.2016;-6.27;-16.8;-32.14;-47.4;13.69;45;89.7;137;-9.76;-24.05;-45.35;-66.46;-124.18;-399.1499;-794.5049;-1206.6;-4.34;-19.49;-54.01;-102.51;6.15;22.495;44;67;-10.52;-38.2;-79.70999;-122.91;-3.33;-9.85;-19.46;-28.75;-15.46;-51.605;-104.67;-159.01;0.9928;0.91525;1.32295;1.31122;1.38995;0.8162;103.955;8.20225;8.8669;1266;17.55;938.6;632
21.10.2016;-6.26;-17;-32.41;-47.65;13.4;45.26999;90.40999;137.055;-9.49;-23.74;-44.02;-65.16;-119.8;-398.3999;-800.5;-1200;-3.75;-21.48;-62.5;-114.24;6.41;23.55499;45.17;67.50499;-10.1;-37.96999;-78.59999;-122.25;-3.11;-9.97;-20.27;-30.9;-15;-51.98;-105.35;-159.3;0.9936;0.91988;1.3333;1.31458;1.39548;0.81725;103.835;8.2658;8.92535;1266.75;17.517;932.7;626.5
24.10.2016;-6.49;-16.93;-31.7;-46.7;14.44;45.66499;90.89499;138.05;-9.06;-23.5;-43.5;-63.93;-129.6;-404.2;-807;-1223.65;-3.82;-21.53;-67.21;-122.7;7.26;24.69499;46.79999;69.995;-10.69;-38.26999;-79.20999;-124.02;-2.59;-9.97;-20.23;-30.71;-15.96;-52.42;-106.1;-160.615;0.9936;0.91874;1.32865;1.31397;1.40086;0.81705;104.185;8.24335;8.91245;1264.445;17.598;946;633.49
25.10.2016;-6.3;-16.8;-32.05;-47.52;13.86;45.78499;91.075;138.105;-8.75;-23.97;-43.35;-63.66;-125.6;-409.5;-816.5;-1227.5;-3.99;-23.51;-71;-125.32;7.31;25.45;47.67499;70.25999;-10.36;-39.14999;-81.06;-125.88;-2.92;-9.97;-20.4;-30.77;-15.56;-52.93999;-106.15;-160.675;0.99445;0.92085;1.3351;1.30779;1.39587;0.82045;104.23;8.28145;8.94875;1274.35;17.82;960.2;635.5
26.10.2016;-6.22;-17.55;-32.59;-48.41;12.97;46.57999;91.56999;138.72;-8.66;-23.15;-42.43;-63.49;-118.92;-416.5049;-815.21;-1225.865;-4.01;-25.87;-77.3;-136.75;6.83;25.47499;47;69.2;-9.85;-40.17499;-81.79999;-126.5;-3.05;-10.26;-20.95;-30.8;-15.1;-54.28;-106.83;-162.1;0.9934;0.91596;1.3381;1.30719;1.39772;0.8166;104.475;8.2615;8.90335;1266.995;17.6195;961.6;624
